saya bersama keluarga makan siang di sini , di lantai 5 dan di seberang kami tepat area kitchen . kami sangat tidak nyaman , karena staf kitchen nya sangat berisik sekali dan yang mereka bicarakan itu dengan bahasa sunda yang kasar dengan suara lantang . makanan cukup baik , tempat menunjang , tapi dari kenyamanan nya tidak ada nilai nya .	negative
kok bisa si tolol ini jadi pemimpin , diketawain moderator kata nya ada oke oce eh malah orang disuruh jadi tukang becak ? dasar si anus buswetan	negative
berbekal referensi dari internet , kami penggemar steak ingin mencari alternatif tempat yang belum kami datangi , salah satu nya abuba . kami pesan tenderlorin dan t bone dengan pembakaran cukup matang . sesudah menunggu lama , karena resto sedang penuh di akhir pekan . pesanan kami jauh dari yang kami bayangkan , steak yang gosong dan keras , dan satu lagi steak masih merah cenderung mentah , dengan penyajian asal-asal an , steak nya .	negative
tidak jadi masalah . wong pendukung say juga koruptor semua , sudah berapa orang kader demokrat yang sudah di jebloskan ke kebun binatang .	negative
berantakan	negative
jika kita biarkan manusia busuk ini hidup di negara kita . bisa-bisa negara kita benar-benar bubar .	negative
harga mahal , rasa dan penyajian biasa saja . sangat mengecewakan . makanan dingin , server nya bilang sudah dihangatkan .	negative
saldo gopay saya tbtb habis padahal saya tidak meladeni orang yang usil yang nga ku dari pihak gojek , tolong segera tangangi , menyusahkan saja .	negative
aku menyesal sudah beli handphone xiaomi , lain kali saya tidak ingin pakai handphone merek itu lagi	negative
sulit sekali dinasehati memang . sudah tahu tidak mampu kenapa harus dipaksakan .	negative
penjual meminta saya membuat video testing untuk baterai nya yang bermasalah , telepon genggam saya restart tidak henti-henti kalau pakai baterai nya , bisa rusak telepon genggam nya dan penjual tidak bersedia tanggung jawab , jadi saya menolak	negative
pks backing nya tuhan , partai abang backing nya cuma say .	negative
anis - sandi menang . ahok dipenjara , megawati stroke , jokowi lengser , iwan bopeng tertangkap dihajar tni , tito dipecat jadi kapolri , nusron wahid dan panser ngemis-ngemis minta perlindungan ulama dan habib . aman indonesia sejahtera rakyat nya . penuh berkah hidup rakyat nya . cuma satu islam harus tetap bersatu walau beda organisasi seperti waktu 212 . allohuakbar	negative
penista agama itu , yang doyan sara etnis ya , yang ingin khilafah ya , yang diam saja ulama mesum dan sebagai nya dan sebagai nya	negative
nih orang selain mulut nya perang sepertinya otak juga peyang . minta ditempeleng biar balik lagi . belaga bodo apa terlibat lu fuckri ?	negative
bung fahri anda benar tidak semua anggota dewan maling - air setitik rusak susu sebelanga	negative
pks makin lama makin tidak jelas . tenggelamkan !	negative
karyawan malas untuk apa kasih cuti . bisnis lagi jelek malah mau foya foya . mikir dong !	negative
iya itu yang bikin saya kesal . ini bukan kesalahan sang pelamar tapi jelas 100 % kesalahan pihak yang di atas yang entah bagaimana cara mereka berkordinasi . nyesek saya itu walaupun ini kasus teman saya yang di lampung . sayang saja pemerintah sendiri tidak tahu lulusan untuk posisi nya sendiri	negative
calon pemimpin papua tidak ada yang benar , bahkan sampai ada yang ngancem bakal membunuh orang yang tidak mau dukung dia .	negative
maklum pak . sebelah pola fikir nya sempit . yang ada di otak nya cuma tempe	negative
kenapala mesti ada sifat cemburu dalam hidup ni sungguh menyiksa	negative
untuk pkb tolong jadilah partai yang punya pendirian , jangan suka jadi bajing loncat , jangan mau di rayu demokrat , ingat demokrat partai korup .	negative
semoga kabut asap yang ada di riau semakin pekat sehingga orang islam di riau mati semua karena kehabisan oksigen dan mengurangi populasi islam di dunia .	negative
pemandangan nya indah , udara nya sejuk , tapi harga makanan nya kemahalan boowkk . mungkin karena di dalam nya termasuk biaya entertainment waktu itu ada angklung mang udjo yang perform shuttle car ya ? nah masalah shuttle car ini yang malesin , mesti antre lama saat liburan karena jumlah pengunjung banyak sedangkan mobil nya cuma dikit .	negative
selamatkan anggota kami . anggota pki adalah anggota paling suci sedangkan islam itu sesat .	negative
setuju gua dengan pak rocky gerung . isi orang istana semua kerja nya selalu koar-koar . tidak bermutu .	negative
kami mencari tempat es krim ini dengan penuh semangat , membayangkan sama persis dengan gelato yang di yogya , setelah ditemukan ternyata gelato nya berbeda . tidak sama dengan yang di yogya . cuma mirip : - apa entah pas giliran kami ke sana itu es belum jadi atau memang mesin nya sedang rusak acuh . atau memang seperti itu ? kalau iya . berarti mesin nya kurang bagus .	negative
saya kemarin memesan ayam panggang 2 porsi masing-masing 1 / 2 ekor , kangkung terasi , mineral water 3 , nasi 2 , dan udang bakar madu . ayam panggang nya kecil sekali . kangkung anyep . udang bakar hanya berisi 5 - 6 ekor yang ukuran nya tidak lebih dari jari saya dan ternyata harga nya 80 ribu an lebih . are kamu kidding me ? awal disuruh ngantri padahal dalem masih kosong .	negative
zaman sekarang masih pakai bahasa kampung . dasar kampungan	negative
berkunjung ke sumatera barat pasti bosan dengan suguhan budaya	negative
membenci	negative
lokasi nya oke banget buat foto-foto . datang pada saat sore menjelang malam ketika lampu-lampu akan dinyalakan . romantis sekali . makanan nya biasa saja tidak ada yang spesial	negative
kesan pertama menginap di rumah stroberi , cek in tidak bisa jam 2 siang karena yang menginap sebelumnya terlambat cek out , tidak ada apa pun yang ditawarkan pihak staf rumah stroberi saat kami harus selama satu jam menunggu kamar dibersihkan . kemudian kami juga diberitahukan bahwa restoran tutup jam 5 sore sehingga jika ingin memesan makanan untuk makan malam harus sebelum jam 5 sore . cukup menyebalkan .	negative
gue kapan nih ditangkap ? gue tidak sabar menembak kepala polisi kalau datang ke rumah gue .	negative
untuk rasa biasa saja tidak membuat saya terkesan , dengan harga 33 ribu untuk mi ayam dan segelas lemon tea kata nya tapi yang disajikan bukan lemon tea malah jeruk nipis tea dengan ukuran gelas kecil terasa kurang menggigit di lidah , untuk pelayan perlu dilatih untuk melayani pelanggan dengan sepenuh hati bukan lips service saja	negative
saya order jam 1 private message order 2 main course dan 2 minuman . makanan yang 1 sudah datang . 20 minta dan makanan saya 40 menit baru datang . akhirnya saya cancel makanan saya . sungguh kecewa makan di sini . pelayanan yang jelek .	negative
jujur saja fahri ini bego nya amat banget . saya bingung kenapa dia bisa duduk di kursi wakil ketua dpr , padahal tidak punya partai ? terus fahri ini memang mau bubarkan kpk dan fahri ini sangat takut dengan kpk . jadi wajar saja fahri tidak paham . padahal sudah jelas teman nya ditangkap .	negative
sudah makan di sini kemarin , pesan menu beef steak . dari lokasi , cukup nyaman . untuk menu , tampaknya masih perlu peningkatan rasa karena hidangan nya masih belum memenuhi pesanan . orange squash nya kurang enak soda - nya .	negative
sangat keliru analisis anda , kesalahan paling fatal adalah demiz jadi kader demokrat top ada pembicaraan sebelumnya dan saat masih tahap negoisasi dengan gerindra , lanjut nya demiz memberikan izin meikarta di saat pak hica pandjaitan hadir di peresmian meikarta .	negative
biasa saja . rasa biasa , tempat biasa , pelayana biasa . tidak bagus banget , tidak jelek banget juga . biasa saja .	negative
selalu mengambil keputusan sepihak dan tertutup untuk peraturan ke mitra nya . perusahaan macam apa	negative
order saya dari 2 hari yang lalu tidak sampai-sampai nih aduh	negative
dari nama nya tentunya diharapkan untuk datang ke sini saat malam . inti makanan nya adalah nasi hitam dengan berbagai pilihan lauk ala warung nasi pada umum nya . rasa standar sih . dengan rasa yang standar , harga yang diberikan cukup mahal sebenarnya . yang paling membuat malas datang ke sini pelayanan nya yang super asal-asalan dan tidak ramah . lokasi cukup mudah dijangkau di jalan riau . at all , pikir-pikir .	negative
iya itu maksud gue hahaha untuk apa sih kamu mau beli bekas pemain madrid , kesal gue tidak sudi uhuu	negative
itu sandiaga omongan nya sok benar deh !	negative
sumpah kecewa , nasi uduk langganan saya kerupuk nya ganti jadi kerupuk pelangi . kecewa banget parah tidak bohong .	negative
belajar dari kasus setya novanto mungkin , mempermasalahkan meme masker malah jatuh citra nya kan .	negative
makanan nya enak dan terkenal dari saya kecil dulu . tapi terakhir makan di sana , harga nya benar-benar tidak masuk akal untuk bakmi . pelayanan nya juga kurang ramah dan kurang sopan . padahal lokasi di perumahan tua dan kurang bersih . mengecewakan mahal sekali dibanding pesaing nya	negative
negara indonesia terancam bangkrut .	negative
menyesal kami mengadakan acara makan malam di restoran ini . bersama rekan-rekan kantor , saat itu kami pesan beberapa macam menu , di antara nya beef steak , buntut bakar , udon soup , hot chocolate , dan es kopi . untuk rasa makanan , standar saja , biasa-biasa saja ! tidak ada yang istimewa , hanya istimewa pada tempat nya saja yang elite .	negative
sangat kecewa sekali karena liga champions tidak disiarkan di channel-channel indihome baik channel lokal ataupun channel sports nya . seharusnya kalian perjuangkan hak siar itu karena pelanggan sudah bayar mahal . kecewa	negative
tolong cek pesan langsung , capek marah marah sama indosat dari dulu masalah melulu	negative
ibu macam apa yang mudah nya teriak kamu pembohong , kamu pembangkang , mungkin memang salah orang tua yang tidak becus mendidik anak .	negative
bakar mati saja sekeluarga .	negative
prabowo kan punya pasukan orang stres banyak sekali mungkin dia sendiri mau bukan indonesia hancur	negative
maklumlah kalau jokowi itu baperan , klaim meng klaim memang itu saja bisa nya , pokok nya presiden ri satu ini alay , lebay , capcay dan puyung hai .	negative
pesan es jeruk nipis dan bakso tahu . es nya seperti sirup pasaran dan bakso tahu nya tidak panas cenderung dingin . cukup datang sekali dan tidak layak untuk direkomendasikan .	negative
kayak nya pagi ini macet banget ya sudah tur di bus lebih dari sejam , tetapi tidak sampai-sampai juga .	negative
muka kayak cepot . di medan sudah ku matikan anak itu	negative
jadi imam untuk pencitraan percuma . apalagi untuk publikasi . maaf banget . muak gua	negative
what ! anies mau nyalon jadi presiden ? mending nyalon aja sono ke barbershop dah	negative
tidak mengerti nih kubu jokowi makin lama kok ideologi pikiran nya tidak sesuai ya ? dari membenci syariah kekhalifahan , mendukung budaya syirik , mendukung pembakaran bendera brkalimt tauhid , tidak jadi saya pilih jokowi , takut kena azab	negative
kasihan lihat muka nya jokowi jadi sontoloyo	negative
rt : anak sma yang ketahuan mencuri helem di bip , hari ini pak ini adalah contoh sampah masyarakat yang harus dimusnahkan	negative
urgent untuk koneksi data internet buruk	negative
ingin marah kepada indosat	negative
dove itu mahal	negative
senen pagi ku mandi hujan plus terjebak macet kan bikin kesal	negative
makanan sama minuman di restoran itu harga nya sudah mahal , tidak enak lagi	negative
saya pakai paket yellow lho . tetapi pulsa saya berkurang terus , dasar tukang tipu !	negative
dikarenakan adik saya suka dengan restoran ini , saya akhirnya mampir ke sini . dari awal sih saya langsung tidak sreg sih . makanan yang disediakan terlihat seperti yang tidak terlalu membangkitkan selera . berbeda dengan restoran shabu yang biasa saya ku njungi . dan setelah saya memilih dan mulai memasak nya , ternyata benar , rasanya pun tak masuk di lidah . akhirnya banyak makanan yang tidak dimakan .	negative
apa sih yang patut kita bangga dan puji dengan politikus ? apa yang sudah mereka lakukan kecuali cuap-cuap kosong ! lenyap dan tenggelamkan ke laut termasuk pdip	negative
menunggu makanan nya lama banget , waitress nya galak , pas makanan nya saat itu saya pesan pizza datang eh gosong sampai kasir nya pun pas saya bayar tidak senyum bad services secara keseluruhan baik .	negative
beberapa kali mengunjungi mal ini , kesan nya mal ini membingungkan dan mahal . petunjuk di dalam mal juga kurang , dan jalur nya terlalu banyak . barang-barang bermerek bisa ditemukan di sini , dengan harga yang sesuai dengan brand nya . untuk kuliner nya juga termasuk mahal , dan variasi nya kurang banyak . tapi bolehlah kalau cuma untuk berjalan-jalan .	negative
makan siang dengan istri dan anak anak saat tahun baru di restoran ini sangat chaotic . pertama tama perlu waktu tunggu untuk dapatkan kursi saat tiba 5 menit , setelah duduk , kami tidak langsung didatangi pelayan saji dengan daftar menu nya , perlu waktu 10 menit lagi , meja di hadapan kami pun sampai 30 menit belum dibersihkan , sampai makanan tiba . cukup menyebalkan .	negative
semenjak pemerintah sekarang china semakin kurang ajar , usir china tionghua dari negara kita , merendahkan pribumi , di jakarta saja mereka kurang ajar . usir china , pribumi harus bersatu ?	negative
saya muak dengan keputusan offside yang sebetulnya onside yang sangat sangat sering dilakukan oleh para hakim garis di liga sepakbola indonesia . saya kesal dan malu . terima kasih .	negative
kekacauan selama 16 tahun ada nya kpk ini seperti ada yang menjaga supaya tetap kacau . ketidaksinkronan antara lembaga dan antara aturan sebetulnya kasat mata . tapi sengaja dijaga . saling curiga antar lembaga terus saja terjadi mulai sampai	negative
jokowi sudah putus asa maka dari itu mau jadi boneka nya mega terus .	negative
kami sengaja pilih jokowi di polling fadlizon biar bong sok nanti 2019 , ini lawan bang fh saja keok	negative
ternyata banyak banget pengecut dan orang sombong di dunia ini . world cruel , saya lever realized .	negative
oy itu paket penting , aduh parah banget ini jasa pengiriman	negative
maka dari itu kader nya itu banyak pemakan narkoba punya .	negative
warga boyolali tidak suka dihina oleh prabowo	negative
dua paslon pilgub jatim tidak berkualitas .	negative
itu pemerintah kerja tidak si ? jadi orang tidak becus banget .	negative
bus nya tidak nyaman mbak tidak sesuai dengan yang diomongin atasan , belum makanan nya kurang enak banget , lalu tempat wisata tujuan nya yang mengecewakan :	negative
ikan laut di aceh masih mahal	negative
waria kampungan ini ya . memang dasar kampung . pulang sana kau . mungkin kau ternate bukan betawi .	negative
waduh kok begitu provider sebelah saja cuma diminta biaya materai . sekelas maksa harus beli paket untuk ganti kartu ? apa sekarang cari untung nya dengan cara begitu ? bukan soal uang nya hanya cara nya yang saya tidak suka !	negative
pahri oh pahri lu sama saja kayak trio kwek kwek noh temen lu si sn sama fz muka batu bata urat malu sudah putus	negative
tempat nya lumayan luas , tempat parkir agak sempit , pilihan menu lumayan banyak , kekurangan nya adalah pelayanan kurang memuaskan , apalagi kalau sedang penuh , bisa sampai satu jam menunggu masakan sampai dihidangkan di meja . cukup membuat kesal .	negative
pemeliharaan tempat yang sangat buruk , sangat kotor dan terlihat tidak benar-benar higienis .	negative
aku iri melihat kalian yang bisa menemukan kebahagian .	negative
kasihan deh susulan nya lisan : lol mana ada jam matkul ham 10.10 anjing	negative
sejak dulu commedian ini pengecut . makanya heran dulu dijadikan jurkam pilkada jakarta	negative
zaman sekarang masih ada yang bicara pribumi ? lah , anda belum tahu mereka sudah jadi mayat ratusan tahun lalu di lenyapkan teknologi .	negative
masa ya harus datang ke gerai indosat dan komplain marah-marah di sana	negative
nyesek banget sih orang tua menabung puluhan juta buat sekolahin anak di ui , tidak tahu nya cuma dapat dosen sampah begitu . kelewatan	negative
cina medan memang begitu . ayo kita buat kayak 98 . kali ini kita bantai mereka	negative
kalau bca / bri / bank mandiri termasuk indomaret bekerja sama dengan cara , masa iya sih legalitas car dipertanyakan . capekdech	negative
tujuan nya jelas mau memperkeruh suasana yang sudah panas prof , heran aku dengan orang-orang model begitu , minta maaf dan mengakui kesalahan saja kok mahal . pantas dan tepat muncul tagar terlalu banyak oknum nya di kalangan pb nu	negative
kita kan saling membenci satu sama lain sejak 4 tahun yang lalu .	negative
jogja memang tolol dan miskin . kenapa tidak buka pom bensin shell . mau aja lo semua dimonopoli pertamina . bodo	negative
pelayanan jelek , harga jauh lebih mahal .	negative
fahri maling teriak maling	negative
kenapa lumayan enak ? karena ada sushi lain yang lebih enak dengan harga yang sama . letak strategis mudah dijangkau dengan angkutan umum dan mobil pribadi . menu sushi kurang banyak , kalau bisa ada menu sushi dengan porsi kecil 2 pieces , rasa sushi enak hanya tidak ada ginger pickle seperti di sushi tei untuk menambah citarasa . harus nya kulit ada ginger pickle , wasabi , cabe bubuk . jadi sebenarnya kurang istimewa .	negative
bagus nya kalau peduli atas pelaku lgbt kita gelar rajam lempar batu di monas buat pelaku lgbt biar yang lainnya tobat dan darah nya dapat mengampuni khilaf nya	negative
tepat subuh hari ini kami ke warung ini jelas ingin mendapatkan dan mencoba serabi khas ini , dari awal pelayanan lumayan baik , tapi karena keadaan yang ramai sedikit sulit mendapatkan tempat , akhirnya tunggu tidak sampai 15 minimal kami mendapatkan tempat , tetapi ternyata setelah menunggu lama pesanan kami belum datang juga , kira satu jam an kami duduk di sana dengan keadaan asap rokok yang banyak .	negative
eh busyeng . rek bca gue mengapa ngadat melulu dah	negative
masih pakai indihome kakak . wuuu . gantilah mahal lemah otak pula .	negative
ayo . rakyat tidak usah pakai wakil rakyat . bubarkan saja wakil rakyat .	negative
kasus sara dengan ucapan pribumi waktu pelantikan nya kok tidak dibahas lagi sih . pilih kasih .	negative
kampret moment , masak mi kelembekan .	negative
hina	negative
sangat sangat tidak menyenangkan dengan pelayanan nya . sangat disayangkan kualitas kereta yang sangat bagus , serta fasilitas yang nyaman dan bagus . tetapi sdm yang tidak berkualitas .	negative
agak telat datang nya , dari jne nya sih yang lama	negative
jadi . saya lapor dan penasaran png makan di sini . suasana nya oke , adem , meja dan kursi nya mengingatkan meja kursi waktu sampai dengan . pertama pesan berjalan mulus , suara mas-mas nya kecil sekali ampun deh tidak jelas bicara apa blubup blubup begitu haha saya memesan mi ayam 2baso ekstra , pacar saya memesan bakso urat soun . tidak lama datang pesanan pacar saya dan ternyata tidak sesuai ekspektasi .	negative
johan budi gagal seleksi calon pimpinan kpk . karena tidak dipilih dalam voting di komisi tiga dpr . orang dpr seperti fadelie zona dan fauckri hamzah alergi jika ada orang baik di dpr	negative
duh indosat mengecewakan . aku mau daftar baru kok malah kena tarif per kb ? pulsa berkurrang drastis	negative
di tembak mati saja atau diberi hukuman mati . kita sekarang jadi sasaran mereka .	negative
ini pak bela bu susi dan tekankan bahwa upaya-upaya kalangan elit dan oligarki yang ingin kembali ke rezim lama dengan kembali berikan izin kepada kapal-kapal asing untuk mencuri ikan di lautan indonesia serta tekanan dan lobi asing untuk pecat susi dari menteri harus dilawan	negative
prabowo punya bakat jadi dictator dan gaya nya tidak simpatik dimata gue , sebel .	negative
fpi sampah masyarakat lebih baik dibersihkan .	negative
banyak orang yang kurang suka untuk berobat ke dokter . selain biaya yang relatif cukup mahal bagi sebagian orang , ke dokter tak selamanya bisa menyembuhkan . banyak dokter yang salah diagnosa . pentingkah ataukah sudah lumrah , toh dokter juga manusia .	negative
bodo lo pakai jawa lagi .	negative
rela uang pajak anda dipakai untuk menggaji anggota hewan yang hobi nya membuat uu untuk mengancam kita ? orang baik harus berpolitik , jangan pasrah menjadi tumbal permainan politik . rebut parlemen , singkirkan perampok demokrasi . 2018 , ayo nyaleg !	negative
bagaimana minimal . ini sudah jam 23 lebih lh waktu makassar , internet belum ada juga . bayar mahal internet jelek ini	negative
mau marah ke telkom karena diblok terus sama telkomsel .	negative
kata nya tidak mau pakai uang negaralah ikut numpang pesawat tni itu tidak uang nya negara ? dasar pembohong	negative
marah gue dengan indosat	negative
syukurlah saya agama kristen sehingga saya terhindar dari agama islam yang sesat dan tuhan palsu . syukurlah .	negative
masker inisfree kok malah bikin jerawatan sih aduh	negative
aku tidur dan dibangun dengan suara azan magrib yang macam babi . mending suara itu sedap , ini sudah jerit-jerit macam orang gila .	negative
sukseskan misi kristenisasi 2025 . musnahkan islam dari bumi indonesia .	negative
saya datang ketika liburan panjang , dan ke sini untuk makan malam tanggal 11 malam . mungkin lagi ramai-ramai nya , jadi banyak menu yang habis . dan saat itu hujan , banyak laron . tidak bisa menyalahkan restoran nya juga karena laron kan hidup bebas . tapi yang disayangkan dengan resto sekelas ini , pelayanan nya masih lama . kami menunggu makan cukup lama untuk beef donburi saja .	negative
pagi ini emosi karena sinyal . hidup ku kurang faedah . aduh . menyesal pakai three .	negative
untuk giggle box istana plaza , pada awal nya , kami sangat suka dengan tempat nya yang sangat menarik dan makanan yang enak , dan sempat merekomendasikan ke teman , tetapi setelah kunjungan yang ke 7 , tepat nya tanggal 13.08.13 pukul . 19.00 - / kami pesan grilled chicken dan chicken brisket schnitze , menu pertama sangat enak , tetapi ketika kami hendak makan potongan pertama menu kedua itu sangat tidak layak untuk dimakan .	negative
tua bangka tidak tahu diri , bukan nya makin sadar dan istirahat di masa tua malah bikin masalah . mencalonkan diri lagi jadi presiden . nanti linglung	negative
itulah penyebab indonesia susah hebat , susah bangkit . kapel nya tidak kompeten . pemburu koper semuanya	negative
akhirnya makan lagi di sini setelah sekian lama tidak menginjak lembang dan kecewa berat saya makan bersama keluarga di lembang , sebelah rm ampera . ayam goreng kuning nya tidak berasa asin , ayam bakar nya hanya rasa kecap . daging nya keras , dan banyak lalat mana-mana :	negative
agak lama , dan rasa makanan standar masakan rumahan . tempat agak kecil tapi cukup nyaman , sayang nya kalau siang hari agak panas .	negative
skeptis	negative
kacamata patah galau juga	negative
jangan percaya dengan amin rakus . dari zaman ke zaman tidak ada benar nya . mau jadi apa orang itu . hanya bisa nya jelekkan orang . kata nya punya agama malah begitu .	negative
langkan sesat agama kamulah paling maju dikolong langit .	negative
beli ski aqua spt 50 harga nya 50k menyesal . padahal di mal 47k .	negative
yang bikin penasaran dari kafe ini sih cuma makan di tempat gelap nya saja . tidak ada yang aneh lagi atau bikin penasaran . untuk makan nya standar sih . nothing spesial begitu	negative
copot dari keanggotaan polisi saja . daripada jadi perusak nama baik korp .	negative
aksesoris bawaan nya hanya charger aj dan belum ada buku panduan bus indonesia nya , kurang membantu	negative
dpr itu bubarkan . tidak berguna .	negative
apa tepung segitiga biru , warna tepung nya tidak ada biru-biru nya sama sekali , penipuan !	negative
martabak ini sepertinya lebih cocok disebut pancake . rasanya oke , dengan manis yang pas tidak terlalu manis sehingga membuat enek . namun jangan mengharapkan tekstur lembab ala martabak manis , karena seperti nama nya tekstur nya memang seperti bolu . karena itu juga , martabak tetap enak dinikmati saat sudah dingin , dan bahkan awet disimpan selama beberapa hari di suhu ruang . harga nya relatif mahal apabila dibandingkan dengan yang lain . hehe . cukup sekali saja deh saya beli .	negative
kenapa indosat lemah otak banget minimal ? sudah beberapa bulan ini kalau dipakai download kecepatan nya cuma kisaran 30 kbps . saya tidak senang dengan ini	negative
pemandangan yang ditawarkan cukup bagus , staff nya ramah . sayang , menu nya tidak lengkap dan rasanya biasa saja , rasa tidak sesuai harga . terlalu mahal .	negative
minimal indomie goreng exp . date masih kurang 3 bulan kok sudah mulai kadaluarsa karena aroma mi sudah mulai agak tengik , bumbu sudah mulai menggumpal dan saus nya sudah mulai berubah warna dan tekstur .	negative
